Date,HomeAway,Opponent,Points,OppPoints,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF,Team
2021-03-18,@,NYK,93,94,35,82,0.427,10,34,0.294,13,16,0.813,8,49,21,6,6,10,13,37,86,0.43,14,34,0.412,6,11,0.545,5,43,24,6,4,7,14,ORL
2021-03-19,,BRK,121,113,43,84,0.512,21,40,0.525,14,20,0.7,8,44,26,4,1,17,20,43,91,0.473,10,37,0.27,17,23,0.739,9,39,24,9,3,8,16,ORL
2021-03-21,@,BOS,96,112,32,84,0.381,11,34,0.324,21,30,0.7,9,44,20,6,4,6,13,40,88,0.455,23,55,0.418,9,9,1,7,45,27,6,3,9,21,ORL
2021-03-23,,DEN,99,110,39,88,0.443,11,34,0.324,10,14,0.714,9,37,27,8,4,13,12,45,91,0.495,8,30,0.267,12,13,0.923,13,52,25,12,7,10,13,ORL
2021-03-24,,PHO,112,111,42,90,0.467,13,37,0.351,15,19,0.789,9,49,18,3,5,11,18,40,90,0.444,11,33,0.333,20,22,0.909,10,47,22,9,3,8,15,ORL
2021-03-26,,POR,105,112,42,95,0.442,12,27,0.444,9,17,0.529,11,40,29,7,5,12,18,40,85,0.471,18,40,0.45,14,21,0.667,10,46,21,7,9,16,18,ORL
2021-03-28,@,LAL,93,96,34,88,0.386,11,33,0.333,14,17,0.824,10,51,19,5,4,10,18,34,82,0.415,11,40,0.275,17,23,0.739,8,52,25,9,5,12,17,ORL
2021-03-30,@,LAC,103,96,38,92,0.413,5,17,0.294,22,25,0.88,15,50,23,10,6,8,13,37,89,0.416,12,37,0.324,10,10,1,12,48,25,3,4,14,21,ORL
2020-12-23,@,POR,120,100,43,94,0.457,19,50,0.38,15,19,0.789,12,59,24,3,3,11,16,37,92,0.402,12,33,0.364,14,17,0.824,6,40,23,6,3,6,18,UTA
2020-12-26,,MIN,111,116,36,94,0.383,10,34,0.294,29,37,0.784,19,57,15,5,4,18,20,45,101,0.446,13,29,0.448,13,18,0.722,12,40,21,9,5,9,28,UTA
2020-12-28,@,OKC,110,109,43,86,0.5,13,36,0.361,11,14,0.786,8,43,24,9,6,16,19,40,86,0.465,15,38,0.395,14,19,0.737,7,37,21,9,5,15,16,UTA
2020-12-31,,PHO,95,106,35,84,0.417,12,34,0.353,13,19,0.684,10,46,16,8,3,13,15,41,84,0.488,17,33,0.515,7,10,0.7,5,41,26,5,6,15,17,UTA
2021-01-01,,LAC,106,100,41,89,0.461,15,42,0.357,9,14,0.643,13,46,28,3,3,13,20,33,85,0.388,13,33,0.394,21,24,0.875,12,43,19,6,8,8,16,UTA
2021-01-03,@,SAS,130,109,49,89,0.551,21,41,0.512,11,19,0.579,9,57,29,4,11,19,18,44,105,0.419,6,19,0.316,15,21,0.714,14,45,23,13,4,7,16,UTA
2021-01-05,@,BRK,96,130,33,86,0.384,11,34,0.324,19,27,0.704,9,41,17,6,3,15,18,52,93,0.559,14,36,0.389,12,16,0.75,8,51,31,11,5,12,22,UTA
2021-01-06,@,NYK,100,112,40,91,0.44,14,44,0.318,6,11,0.545,10,42,20,5,9,14,15,45,87,0.517,8,22,0.364,14,19,0.737,11,48,22,10,5,12,17,UTA
2021-01-08,@,MIL,131,118,49,97,0.505,25,53,0.472,8,13,0.615,10,50,31,6,8,10,18,44,98,0.449,13,42,0.31,17,21,0.81,9,45,18,5,5,12,19,UTA
2021-01-10,@,DET,96,86,35,82,0.427,11,35,0.314,15,22,0.682,16,63,17,3,5,13,17,29,87,0.333,10,42,0.238,18,21,0.857,11,39,21,10,7,7,23,UTA
2021-01-12,@,CLE,117,87,42,84,0.5,24,45,0.533,9,12,0.75,10,48,26,8,8,16,16,35,90,0.389,8,31,0.258,9,14,0.643,12,40,23,7,4,12,13,UTA
2021-01-15,,ATL,116,92,43,92,0.467,20,44,0.455,10,14,0.714,12,53,27,7,6,19,18,38,92,0.413,5,28,0.179,11,15,0.733,8,41,21,6,1,15,16,UTA
2021-01-17,@,DEN,109,105,39,76,0.513,15,37,0.405,16,28,0.571,7,36,24,7,6,13,21,40,100,0.4,14,37,0.378,11,15,0.733,23,52,25,6,6,9,23,UTA
2021-01-19,,NOP,118,102,43,85,0.506,21,47,0.447,11,17,0.647,11,54,28,4,7,14,17,43,95,0.453,6,26,0.231,10,15,0.667,10,38,17,8,3,8,15,UTA
2021-01-21,,NOP,129,118,44,88,0.5,17,39,0.436,24,25,0.96,8,39,27,8,8,15,27,42,85,0.494,11,25,0.44,23,30,0.767,10,41,27,9,2,17,19,UTA
2021-01-23,,GSW,127,108,45,94,0.479,20,50,0.4,17,22,0.773,14,57,28,6,4,16,20,42,93,0.452,14,39,0.359,10,15,0.667,4,35,30,6,8,11,21,UTA
2021-01-26,,NYK,108,94,37,92,0.402,15,48,0.313,19,22,0.864,17,53,24,6,5,6,14,36,83,0.434,10,27,0.37,12,17,0.706,9,44,15,6,4,11,21,UTA
2021-01-27,,DAL,116,104,42,91,0.462,16,41,0.39,16,21,0.762,11,50,20,7,7,9,18,42,91,0.462,12,35,0.343,8,9,0.889,4,36,22,4,7,8,12,UTA
2021-01-29,,DAL,120,101,38,87,0.437,20,48,0.417,24,26,0.923,17,56,21,8,5,15,25,37,86,0.43,9,33,0.273,18,27,0.667,8,40,20,6,4,11,27,UTA
2021-01-31,@,DEN,117,128,32,75,0.427,20,47,0.426,33,39,0.846,10,38,28,3,4,14,21,47,87,0.54,18,28,0.643,16,19,0.842,7,39,28,8,2,8,27,UTA
2021-02-02,,DET,117,105,38,82,0.463,16,42,0.381,25,29,0.862,8,44,23,9,6,13,17,39,93,0.419,9,27,0.333,18,20,0.9,12,46,18,7,5,15,21,UTA
2021-02-04,@,ATL,112,91,44,91,0.484,13,27,0.481,11,13,0.846,12,52,19,7,4,14,20,32,98,0.327,9,31,0.29,18,19,0.947,18,49,19,8,1,11,15,UTA
2021-02-05,@,CHO,138,121,48,87,0.552,26,50,0.52,16,18,0.889,6,44,32,5,9,16,19,48,104,0.462,11,35,0.314,14,17,0.824,14,40,26,9,2,7,17,UTA
2021-02-07,@,IND,103,95,38,92,0.413,13,42,0.31,14,21,0.667,16,60,22,2,4,14,17,37,93,0.398,8,29,0.276,13,18,0.722,8,45,23,9,6,9,22,UTA
2021-02-09,,BOS,122,108,40,84,0.476,18,48,0.375,24,27,0.889,10,41,28,4,7,10,22,38,86,0.442,13,29,0.448,19,23,0.826,11,35,18,2,2,8,25,UTA
2021-02-12,,MIL,129,115,43,82,0.524,14,38,0.368,29,34,0.853,7,46,22,4,5,17,22,42,92,0.457,12,33,0.364,19,27,0.704,6,33,19,8,6,10,28,UTA
2021-02-13,,MIA,112,94,39,85,0.459,12,46,0.261,22,29,0.759,10,48,26,11,7,15,21,35,86,0.407,12,36,0.333,12,17,0.706,8,43,24,11,3,17,21,UTA
2021-02-15,,PHI,134,123,45,86,0.523,18,45,0.4,26,31,0.839,7,36,18,9,4,11,18,47,94,0.5,8,23,0.348,21,24,0.875,12,42,19,6,4,12,21,UTA
2021-02-17,@,LAC,114,96,42,98,0.429,13,40,0.325,17,20,0.85,17,53,19,12,3,13,15,38,86,0.442,9,26,0.346,11,17,0.647,9,47,18,5,2,16,19,UTA
2021-02-19,@,LAC,112,116,41,86,0.477,12,34,0.353,18,21,0.857,6,38,13,7,6,10,22,43,89,0.483,10,30,0.333,20,22,0.909,11,45,22,5,4,11,20,UTA
2021-02-22,,CHO,132,110,45,85,0.529,28,55,0.509,14,17,0.824,8,45,34,7,7,22,19,41,89,0.461,11,36,0.306,17,21,0.81,8,35,18,13,2,16,17,UTA
2021-02-24,,LAL,114,89,41,87,0.471,22,48,0.458,10,15,0.667,14,53,28,7,1,12,16,34,85,0.4,8,33,0.242,13,20,0.65,12,45,17,5,4,14,15,UTA
2021-02-26,@,MIA,116,124,40,94,0.426,15,46,0.326,21,23,0.913,9,36,24,9,3,9,21,44,86,0.512,14,31,0.452,22,25,0.88,11,50,24,5,1,15,21,UTA
2021-02-27,@,ORL,124,109,45,85,0.529,17,45,0.378,17,24,0.708,10,52,29,2,3,12,14,44,96,0.458,14,34,0.412,7,8,0.875,7,37,27,6,3,3,18,UTA
2021-03-01,@,NOP,124,129,46,101,0.455,17,43,0.395,15,18,0.833,11,39,26,11,7,8,22,52,92,0.565,7,11,0.636,18,23,0.783,10,53,27,5,5,13,15,UTA
2021-03-03,@,PHI,123,131,44,100,0.44,21,44,0.477,14,19,0.737,12,52,22,7,1,16,24,48,93,0.516,8,25,0.32,27,35,0.771,8,50,22,9,6,11,17,UTA
2021-03-12,,HOU,114,99,39,81,0.481,15,40,0.375,21,25,0.84,6,51,24,7,10,17,17,41,112,0.366,9,43,0.209,8,13,0.615,19,50,15,11,5,10,19,UTA
2021-03-14,@,GSW,119,131,41,93,0.441,15,44,0.341,22,29,0.759,18,51,24,6,6,14,16,50,89,0.562,16,31,0.516,15,18,0.833,5,40,33,12,2,13,26,UTA
2021-03-16,@,BOS,117,109,38,80,0.475,19,43,0.442,22,24,0.917,10,38,23,6,6,15,18,48,98,0.49,10,29,0.345,3,4,0.75,16,45,28,8,5,13,18,UTA
2021-03-18,@,WAS,122,131,44,96,0.458,18,48,0.375,16,28,0.571,11,47,19,10,3,16,27,47,86,0.547,7,17,0.412,30,38,0.789,7,43,23,6,2,13,27,UTA
2021-03-19,@,TOR,115,112,34,74,0.459,12,37,0.324,35,41,0.854,9,48,21,7,5,13,16,40,83,0.482,21,44,0.477,11,14,0.786,3,31,31,9,4,10,28,UTA
2021-03-22,@,CHI,120,95,45,92,0.489,17,39,0.436,13,15,0.867,10,46,25,9,10,9,16,39,96,0.406,6,26,0.231,11,12,0.917,14,49,21,5,3,13,14,UTA
2021-03-24,,BRK,118,88,41,91,0.451,23,55,0.418,13,14,0.929,11,56,24,6,6,11,15,35,97,0.361,7,35,0.2,11,15,0.733,13,48,19,9,1,9,10,UTA
2021-03-26,,MEM,117,114,45,98,0.459,12,33,0.364,15,18,0.833,14,51,25,5,4,7,15,44,97,0.454,12,30,0.4,14,18,0.778,12,48,27,3,2,6,14,UTA
2021-03-27,,MEM,126,110,46,92,0.5,19,45,0.422,15,20,0.75,13,52,22,8,8,21,22,39,97,0.402,9,33,0.273,23,30,0.767,16,47,24,16,2,14,14,UTA
2021-03-29,,CLE,114,75,38,82,0.463,19,41,0.463,19,23,0.826,9,55,29,6,5,12,14,29,83,0.349,7,34,0.206,10,16,0.625,6,40,17,5,5,10,18,UTA
2021-03-31,@,MEM,111,107,38,89,0.427,16,49,0.327,19,25,0.76,11,46,20,10,5,14,21,42,90,0.467,5,18,0.278,18,23,0.783,11,46,23,10,4,11,20,UTA
2020-12-23,,SAC,122,124,47,98,0.48,8,29,0.276,20,24,0.833,10,46,28,6,11,15,25,45,102,0.441,10,31,0.323,24,31,0.774,18,54,27,5,7,14,29,DEN
2020-12-25,,LAC,108,121,37,81,0.457,11,36,0.306,23,31,0.742,10,32,25,7,1,13,20,41,74,0.554,19,38,0.5,20,24,0.833,9,38,32,9,4,18,32,DEN
2020-12-28,,HOU,124,111,46,87,0.529,14,31,0.452,18,32,0.563,11,52,31,8,7,14,18,39,86,0.453,16,39,0.41,17,23,0.739,5,38,25,8,3,15,25,DEN
2020-12-29,@,SAC,115,125,44,81,0.543,11,28,0.393,16,20,0.8,7,39,27,7,5,19,18,46,94,0.489,16,33,0.485,17,22,0.773,12,37,33,9,2,10,18,DEN
2021-01-01,,PHO,103,106,39,86,0.453,12,29,0.414,13,16,0.813,8,38,28,7,1,11,25,37,76,0.487,13,35,0.371,19,21,0.905,8,37,24,1,4,17,20,DEN
2021-01-03,@,MIN,124,109,45,92,0.489,19,45,0.422,15,21,0.714,13,43,34,6,4,15,11,44,85,0.518,10,31,0.323,11,16,0.688,9,36,30,11,6,14,17,DEN
2021-01-05,,MIN,123,116,41,79,0.519,8,25,0.32,33,45,0.733,10,42,22,9,2,14,27,42,91,0.462,11,34,0.324,21,27,0.778,10,42,24,8,4,14,31,DEN
2021-01-07,,DAL,117,124,43,97,0.443,15,44,0.341,16,21,0.762,9,47,25,8,1,13,27,42,87,0.483,16,40,0.4,24,31,0.774,7,44,27,12,7,13,21,DEN
2021-01-09,@,PHI,115,103,45,90,0.5,12,33,0.364,13,15,0.867,15,45,28,11,7,17,12,43,103,0.417,11,35,0.314,6,10,0.6,20,48,23,8,4,16,19,DEN
2021-01-10,@,NYK,114,89,45,84,0.536,15,35,0.429,9,12,0.75,8,43,23,11,4,12,25,32,74,0.432,6,21,0.286,19,25,0.76,8,36,19,4,1,16,15,DEN
2021-01-12,@,BRK,116,122,44,88,0.5,18,37,0.486,10,16,0.625,9,32,28,12,5,13,18,48,79,0.608,16,32,0.5,10,15,0.667,8,41,31,6,6,18,18,DEN
2021-01-14,,GSW,114,104,41,90,0.456,11,37,0.297,21,27,0.778,10,50,29,11,5,13,23,38,81,0.469,11,29,0.379,17,24,0.708,5,43,29,9,4,19,25,DEN
2021-01-17,,UTA,105,109,40,100,0.4,14,37,0.378,11,15,0.733,23,52,25,6,6,9,23,39,76,0.513,15,37,0.405,16,28,0.571,7,36,24,7,6,13,21,DEN
2021-01-19,,OKC,119,101,46,105,0.438,14,42,0.333,13,14,0.929,18,58,29,11,3,14,22,36,86,0.419,14,43,0.326,15,23,0.652,9,41,22,8,4,19,15,DEN
2021-01-22,@,PHO,130,126,53,103,0.515,6,26,0.231,18,19,0.947,10,43,32,12,1,9,15,47,94,0.5,17,44,0.386,15,15,1,9,45,30,7,4,16,23,DEN
2021-01-23,@,PHO,120,112,40,97,0.412,15,36,0.417,25,32,0.781,12,65,22,4,3,16,20,41,102,0.402,16,53,0.302,14,18,0.778,7,50,26,8,4,9,31,DEN
2021-01-25,@,DAL,117,113,40,79,0.506,15,35,0.429,22,28,0.786,14,49,25,9,4,16,20,41,84,0.488,11,32,0.344,20,24,0.833,8,34,26,11,4,11,22,DEN
2021-01-27,@,MIA,109,82,42,92,0.457,14,43,0.326,11,11,1,12,49,29,14,4,13,12,30,80,0.375,13,45,0.289,9,11,0.818,6,38,24,6,3,16,13,DEN
2021-01-29,@,SAS,109,119,41,78,0.526,14,31,0.452,13,20,0.65,7,37,25,8,5,15,15,44,81,0.543,10,23,0.435,21,26,0.808,9,41,29,8,1,12,18,DEN
2021-01-31,,UTA,128,117,47,87,0.54,18,28,0.643,16,19,0.842,7,39,28,8,2,8,27,32,75,0.427,20,47,0.426,33,39,0.846,10,38,28,3,4,14,21,DEN
2021-02-04,@,LAL,93,114,36,92,0.391,8,28,0.286,13,15,0.867,16,42,19,9,2,15,23,46,81,0.568,8,24,0.333,14,22,0.636,8,40,29,10,7,16,19,DEN
2021-02-06,@,SAC,114,119,45,97,0.464,13,35,0.371,11,14,0.786,13,47,30,3,9,9,18,44,91,0.484,14,35,0.4,17,24,0.708,10,45,30,5,7,7,11,DEN
2021-02-08,,MIL,112,125,41,94,0.436,15,36,0.417,15,16,0.938,8,38,22,5,4,9,15,45,89,0.506,16,40,0.4,19,22,0.864,11,50,24,7,7,10,19,DEN
2021-02-10,,CLE,133,95,51,85,0.6,16,36,0.444,15,21,0.714,4,39,31,12,9,11,18,36,94,0.383,8,37,0.216,15,20,0.75,18,49,25,7,7,17,18,DEN
2021-02-12,,OKC,97,95,40,87,0.46,10,40,0.25,7,10,0.7,7,41,24,6,6,13,14,36,90,0.4,10,32,0.313,13,17,0.765,12,50,26,8,3,12,19,DEN
2021-02-14,,LAL,122,105,39,85,0.459,19,47,0.404,25,34,0.735,9,47,28,6,4,9,24,40,87,0.46,6,28,0.214,19,29,0.655,8,46,27,4,4,10,26,DEN
2021-02-16,@,BOS,99,112,38,84,0.452,9,34,0.265,14,15,0.933,11,38,25,12,3,17,18,39,81,0.481,15,42,0.357,19,21,0.905,10,43,26,7,1,20,22,DEN
2021-02-17,@,WAS,128,130,48,92,0.522,17,38,0.447,15,18,0.833,10,42,23,7,7,11,26,44,86,0.512,15,33,0.455,27,34,0.794,9,45,31,7,3,12,20,DEN
2021-02-19,@,CLE,120,103,46,80,0.575,15,31,0.484,13,17,0.765,6,37,24,9,2,15,17,39,83,0.47,12,31,0.387,13,21,0.619,13,34,30,8,4,18,15,DEN
2021-02-21,@,ATL,115,123,43,84,0.512,16,36,0.444,13,16,0.813,3,33,25,8,3,13,24,42,81,0.519,12,34,0.353,27,33,0.818,10,44,29,6,4,11,20,DEN
2021-02-23,,POR,111,106,40,94,0.426,14,36,0.389,17,18,0.944,10,40,25,8,3,1,10,41,87,0.471,14,41,0.341,10,10,1,7,47,21,0,7,9,19,DEN
2021-02-25,,WAS,110,112,37,85,0.435,15,38,0.395,21,24,0.875,12,44,23,6,7,18,20,41,86,0.477,8,26,0.308,22,25,0.88,10,42,24,9,2,11,20,DEN
2021-02-27,@,OKC,126,96,49,89,0.551,15,31,0.484,13,16,0.813,6,49,30,6,3,12,16,37,88,0.42,11,47,0.234,11,15,0.733,7,37,24,7,6,14,16,DEN
2021-03-01,@,CHI,118,112,46,87,0.529,10,27,0.37,16,20,0.8,9,50,22,4,6,12,18,42,94,0.447,12,38,0.316,16,22,0.727,14,44,25,7,3,10,18,DEN
2021-03-02,@,MIL,128,97,53,95,0.558,11,30,0.367,11,12,0.917,9,45,28,10,3,10,19,32,79,0.405,11,40,0.275,22,31,0.71,11,40,22,4,4,13,18,DEN
2021-03-04,@,IND,113,103,45,77,0.584,12,28,0.429,11,16,0.688,6,41,27,6,5,19,13,41,90,0.456,14,39,0.359,7,12,0.583,11,34,27,12,3,14,17,DEN
2021-03-12,@,MEM,103,102,41,92,0.446,13,37,0.351,8,11,0.727,9,45,27,10,5,9,10,40,87,0.46,14,28,0.5,8,8,1,8,45,27,6,5,16,15,DEN
2021-03-13,,DAL,103,116,37,90,0.411,16,41,0.39,13,18,0.722,12,42,27,5,1,10,19,42,86,0.488,18,46,0.391,14,16,0.875,11,48,26,5,3,8,19,DEN
2021-03-15,,IND,121,106,45,97,0.464,15,28,0.536,16,19,0.842,17,54,32,7,7,10,15,39,90,0.433,17,42,0.405,11,13,0.846,10,39,28,8,9,11,13,DEN
2021-03-17,,CHO,129,104,52,90,0.578,16,44,0.364,9,13,0.692,8,48,37,12,3,15,22,36,80,0.45,12,38,0.316,20,28,0.714,7,33,25,11,1,17,16,DEN
2021-03-19,,CHI,131,127,48,91,0.527,14,34,0.412,21,27,0.778,9,43,29,10,3,13,22,47,90,0.522,17,35,0.486,16,23,0.696,9,42,32,6,2,16,20,DEN
2021-03-21,,NOP,108,113,44,88,0.5,12,34,0.353,8,10,0.8,10,37,30,9,5,15,28,41,85,0.482,8,28,0.286,23,30,0.767,14,45,26,8,7,16,12,DEN
2021-03-23,@,ORL,110,99,45,91,0.495,8,30,0.267,12,13,0.923,13,52,25,12,7,10,13,39,88,0.443,11,34,0.324,10,14,0.714,9,37,27,8,4,13,12,DEN
2021-03-24,@,TOR,111,135,41,98,0.418,14,43,0.326,15,18,0.833,17,46,25,5,2,11,19,45,89,0.506,24,48,0.5,21,23,0.913,9,45,31,3,6,9,21,DEN
2021-03-26,@,NOP,113,108,47,93,0.505,14,28,0.5,5,7,0.714,11,36,28,7,7,8,16,39,78,0.5,12,29,0.414,18,20,0.9,6,37,30,7,7,12,11,DEN
2021-03-28,,ATL,126,102,50,92,0.543,15,36,0.417,11,16,0.688,15,49,32,7,3,10,15,36,76,0.474,12,34,0.353,18,21,0.857,2,31,18,7,3,11,16,DEN
2021-03-30,,PHI,104,95,39,81,0.481,12,31,0.387,14,17,0.824,9,51,26,9,6,20,16,35,82,0.427,11,35,0.314,14,15,0.933,5,34,18,14,6,11,18,DEN
2020-12-23,,UTA,100,120,37,92,0.402,12,33,0.364,14,17,0.824,6,40,23,6,3,6,18,43,94,0.457,19,50,0.38,15,19,0.789,12,59,24,3,3,11,16,POR
2020-12-26,,HOU,128,126,47,102,0.461,19,45,0.422,15,23,0.652,11,45,27,10,5,13,20,45,87,0.517,11,35,0.314,25,32,0.781,10,42,27,5,5,16,22,POR
2020-12-28,@,LAL,115,107,43,92,0.467,16,46,0.348,13,15,0.867,7,45,27,9,6,9,16,41,87,0.471,10,27,0.37,15,18,0.833,6,41,20,6,5,14,14,POR
2020-12-30,@,LAC,105,128,32,76,0.421,12,38,0.316,29,34,0.853,5,41,14,5,4,17,17,47,95,0.495,18,38,0.474,16,22,0.727,11,47,30,13,6,10,25,POR
2021-01-01,@,GSW,123,98,40,92,0.435,20,43,0.465,23,30,0.767,8,51,23,11,3,10,27,31,79,0.392,7,35,0.2,29,33,0.879,3,44,19,4,9,15,28,POR
2021-01-03,@,GSW,122,137,41,98,0.418,14,43,0.326,26,33,0.788,12,40,16,7,2,12,27,49,88,0.557,13,34,0.382,26,34,0.765,11,53,23,4,7,15,24,POR
2021-01-05,,CHI,108,111,39,94,0.415,19,51,0.373,11,17,0.647,10,46,23,8,3,11,16,40,91,0.44,16,41,0.39,15,18,0.833,11,52,27,5,5,15,19,POR
2021-01-07,,MIN,135,117,49,90,0.544,18,41,0.439,19,23,0.826,6,44,25,10,6,15,23,39,93,0.419,14,41,0.341,25,33,0.758,15,48,24,11,4,16,19,POR
2021-01-09,@,SAC,125,99,44,100,0.44,17,41,0.415,20,23,0.87,9,50,26,10,5,8,27,33,81,0.407,8,30,0.267,25,35,0.714,6,47,21,4,5,15,20,POR
2021-01-11,,TOR,112,111,38,83,0.458,14,42,0.333,22,25,0.88,8,42,18,9,6,13,14,40,89,0.449,19,47,0.404,12,12,1,7,43,27,6,5,15,22,POR
2021-01-13,@,SAC,132,126,44,90,0.489,23,48,0.479,21,27,0.778,12,38,28,9,8,8,24,44,84,0.524,19,38,0.5,19,26,0.731,8,42,35,4,2,13,18,POR
2021-01-14,,IND,87,111,32,87,0.368,13,43,0.302,10,10,1,14,43,16,8,5,18,22,44,92,0.478,9,30,0.3,14,18,0.778,13,50,29,11,5,12,13,POR
2021-01-16,,ATL,112,106,40,103,0.388,15,44,0.341,17,20,0.85,17,55,18,6,8,7,20,38,87,0.437,6,30,0.2,24,28,0.857,7,48,24,4,6,13,22,POR
2021-01-18,,SAS,104,125,39,90,0.433,10,35,0.286,16,19,0.842,8,34,20,9,6,13,15,48,90,0.533,15,33,0.455,14,16,0.875,12,48,33,6,6,12,17,POR
2021-01-24,,NYK,116,113,39,83,0.47,17,46,0.37,21,23,0.913,9,39,19,5,8,11,16,39,86,0.453,12,29,0.414,23,25,0.92,13,47,20,9,0,12,20,POR
2021-01-25,,OKC,122,125,46,98,0.469,14,41,0.341,16,21,0.762,15,50,17,6,3,8,23,43,84,0.512,18,40,0.45,21,35,0.6,9,43,25,5,6,8,19,POR
2021-01-28,@,HOU,101,104,39,93,0.419,17,41,0.415,6,8,0.75,10,49,16,6,7,15,16,38,90,0.422,13,47,0.277,15,18,0.833,10,47,19,8,7,13,12,POR
2021-01-30,@,CHI,123,122,45,88,0.511,17,42,0.405,16,19,0.842,9,35,20,11,1,8,17,43,85,0.506,21,45,0.467,15,15,1,11,43,31,5,2,15,14,POR
2021-02-01,@,MIL,106,134,39,104,0.375,15,42,0.357,13,13,1,14,45,19,8,6,11,10,53,96,0.552,21,42,0.5,7,12,0.583,9,53,38,10,7,12,13,POR
2021-02-02,@,WAS,132,121,44,95,0.463,21,46,0.457,23,23,1,14,44,19,6,1,9,19,46,83,0.554,16,40,0.4,13,17,0.765,6,39,32,2,5,13,21,POR
2021-02-04,@,PHI,121,105,45,98,0.459,13,31,0.419,18,23,0.783,19,53,17,8,5,11,18,39,81,0.481,7,27,0.259,20,24,0.833,8,37,19,6,3,18,15,POR
2021-02-06,@,NYK,99,110,37,89,0.416,17,47,0.362,8,16,0.5,11,41,15,7,7,11,15,44,88,0.5,13,30,0.433,9,13,0.692,8,51,20,5,5,14,19,POR
2021-02-09,,ORL,106,97,35,90,0.389,18,46,0.391,18,19,0.947,9,54,18,6,6,8,17,37,88,0.42,11,35,0.314,12,22,0.545,10,53,22,7,3,10,11,POR
2021-02-11,,PHI,118,114,40,93,0.43,17,38,0.447,21,23,0.913,15,47,15,5,2,8,21,42,86,0.488,6,27,0.222,24,29,0.828,11,46,20,6,5,9,20,POR
2021-02-12,,CLE,129,110,43,83,0.518,13,35,0.371,30,33,0.909,9,45,16,3,4,14,29,38,87,0.437,8,23,0.348,26,37,0.703,10,41,20,6,3,11,21,POR
2021-02-14,@,DAL,121,118,45,85,0.529,18,40,0.45,13,19,0.684,10,36,15,7,2,15,23,40,81,0.494,14,41,0.341,24,25,0.96,10,35,19,5,6,12,21,POR
2021-02-16,@,OKC,115,104,42,96,0.438,20,47,0.426,11,17,0.647,15,54,26,6,8,10,23,37,85,0.435,10,33,0.303,20,27,0.741,7,46,23,6,3,11,16,POR
2021-02-17,@,NOP,126,124,46,90,0.511,18,41,0.439,16,18,0.889,7,31,26,6,7,9,19,43,89,0.483,15,32,0.469,23,29,0.793,18,51,25,5,1,11,15,POR
2021-02-20,,WAS,111,118,37,103,0.359,19,55,0.345,18,25,0.72,17,50,19,10,7,12,22,45,89,0.506,6,26,0.231,22,29,0.759,12,54,23,8,3,17,19,POR
2021-02-22,@,PHO,100,132,37,84,0.44,12,39,0.308,14,19,0.737,13,46,15,6,6,16,17,50,99,0.505,16,33,0.485,16,18,0.889,13,43,29,6,5,7,13,POR
2021-02-23,@,DEN,106,111,41,87,0.471,14,41,0.341,10,10,1,7,47,21,0,7,9,19,40,94,0.426,14,36,0.389,17,18,0.944,10,40,25,8,3,1,10,POR
2021-02-26,@,LAL,93,102,32,83,0.386,11,37,0.297,18,20,0.9,10,45,19,5,5,15,21,37,88,0.42,7,27,0.259,21,28,0.75,15,52,25,9,7,9,23,POR
2021-03-01,,CHO,123,111,46,86,0.535,24,46,0.522,7,10,0.7,8,38,26,12,7,15,15,43,88,0.489,15,34,0.441,10,17,0.588,11,37,25,12,5,16,16,POR
2021-03-03,,GSW,108,106,36,86,0.419,14,49,0.286,22,26,0.846,8,47,15,5,4,10,16,41,97,0.423,15,42,0.357,9,14,0.643,17,54,27,8,1,11,24,POR
2021-03-04,,SAC,123,119,42,88,0.477,15,38,0.395,24,25,0.96,9,41,20,6,7,8,14,49,103,0.476,11,29,0.379,10,16,0.625,18,51,25,3,3,7,19,POR
2021-03-11,,PHO,121,127,43,94,0.457,18,43,0.419,17,19,0.895,15,41,26,8,2,11,18,49,83,0.59,13,24,0.542,16,19,0.842,5,38,28,6,1,13,20,POR
2021-03-13,@,MIN,125,121,43,89,0.483,13,40,0.325,26,30,0.867,7,34,26,6,5,8,18,44,86,0.512,10,26,0.385,23,31,0.742,19,56,23,5,7,18,24,POR
2021-03-14,@,MIN,112,114,39,89,0.438,17,45,0.378,17,21,0.81,9,42,22,6,3,11,29,36,73,0.493,13,38,0.342,29,39,0.744,5,45,24,6,4,12,22,POR
2021-03-16,,NOP,125,124,38,73,0.521,18,43,0.419,31,31,1,4,32,20,8,8,17,19,46,88,0.523,16,33,0.485,16,20,0.8,10,41,38,8,3,16,24,POR
2021-03-18,,NOP,101,93,33,87,0.379,14,43,0.326,21,25,0.84,14,50,11,8,8,13,19,33,83,0.398,10,37,0.27,17,25,0.68,10,44,24,6,5,12,19,POR
2021-03-19,,DAL,125,119,44,93,0.473,22,47,0.468,15,17,0.882,13,43,17,5,0,6,15,44,81,0.543,19,42,0.452,12,13,0.923,5,39,25,4,4,12,16,POR
2021-03-21,,DAL,92,132,34,89,0.382,9,41,0.22,15,19,0.789,9,33,17,7,3,6,17,48,86,0.558,19,37,0.514,17,20,0.85,8,52,23,4,3,10,17,POR
