Date,HomeAway,Opponent,Points,OppPoints,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF,Team
2021-03-23,,BRK,112,116,36,90,0.4,19,55,0.345,21,23,0.913,13,44,25,4,5,8,20,43,87,0.494,9,30,0.3,21,27,0.778,10,47,25,5,2,8,17,POR
2021-03-25,@,MIA,125,122,44,92,0.478,20,46,0.435,17,19,0.895,10,40,24,3,7,10,14,47,84,0.56,16,34,0.471,12,13,0.923,5,39,34,3,7,11,18,POR
2021-03-26,@,ORL,112,105,40,85,0.471,18,40,0.45,14,21,0.667,10,46,21,7,9,16,18,42,95,0.442,12,27,0.444,9,17,0.529,11,40,29,7,5,12,18,POR
2021-03-28,@,TOR,122,117,46,97,0.474,10,34,0.294,20,24,0.833,13,47,24,7,11,8,25,39,87,0.448,14,42,0.333,25,33,0.758,12,45,17,3,6,12,20,POR
2021-03-31,@,DET,124,101,42,82,0.512,16,30,0.533,24,26,0.923,6,43,27,11,7,13,20,40,86,0.465,9,27,0.333,12,17,0.706,5,36,29,7,7,16,26,POR
2020-12-26,@,CHO,109,107,40,88,0.455,10,36,0.278,19,24,0.792,9,54,25,10,7,16,21,37,93,0.398,13,32,0.406,20,32,0.625,13,47,27,11,8,13,22,OKC
2020-12-28,,UTA,109,110,40,86,0.465,15,38,0.395,14,19,0.737,7,37,21,9,5,15,16,43,86,0.5,13,36,0.361,11,14,0.786,8,43,24,9,6,16,19,OKC
2020-12-29,,ORL,107,118,43,87,0.494,11,34,0.324,10,19,0.526,10,47,20,3,7,20,18,49,96,0.51,7,22,0.318,13,16,0.813,12,46,26,12,2,11,23,OKC
2020-12-31,,NOP,80,113,30,80,0.375,15,48,0.313,5,15,0.333,7,40,24,6,3,19,20,44,91,0.484,13,36,0.361,12,19,0.632,14,58,23,9,4,13,16,OKC
2021-01-02,@,ORL,108,99,38,86,0.442,13,41,0.317,19,21,0.905,6,52,22,5,5,10,17,40,108,0.37,10,38,0.263,9,12,0.75,15,55,21,7,1,6,18,OKC
2021-01-04,@,MIA,90,118,29,79,0.367,13,48,0.271,19,27,0.704,6,38,20,6,4,15,15,46,81,0.568,16,34,0.471,10,18,0.556,4,47,34,7,0,14,20,OKC
2021-01-06,@,NOP,111,110,40,87,0.46,19,46,0.413,12,16,0.75,4,38,28,10,5,14,18,44,89,0.494,4,22,0.182,18,23,0.783,9,52,25,11,0,15,18,OKC
2021-01-08,@,NYK,101,89,38,87,0.437,11,34,0.324,14,21,0.667,11,62,16,2,7,11,19,34,96,0.354,9,27,0.333,12,20,0.6,11,49,19,8,7,4,19,OKC
2021-01-10,@,BRK,129,116,49,90,0.544,15,39,0.385,16,17,0.941,3,34,24,12,4,10,22,43,85,0.506,10,34,0.294,20,24,0.833,6,43,23,3,2,17,18,OKC
2021-01-12,,SAS,102,112,36,83,0.434,7,26,0.269,23,29,0.793,7,52,18,1,5,13,20,41,95,0.432,10,35,0.286,20,22,0.909,7,46,26,8,5,4,20,OKC
2021-01-13,,LAL,99,128,37,86,0.43,10,31,0.323,15,19,0.789,9,42,23,4,6,11,21,47,95,0.495,17,37,0.459,17,22,0.773,12,50,26,6,6,9,16,OKC
2021-01-15,,CHI,127,125,48,105,0.457,15,45,0.333,16,24,0.667,7,44,26,12,2,11,23,43,91,0.473,21,46,0.457,18,25,0.72,9,56,27,5,8,24,25,OKC
2021-01-19,@,DEN,101,119,36,86,0.419,14,43,0.326,15,23,0.652,9,41,22,8,4,19,15,46,105,0.438,14,42,0.333,13,14,0.929,18,58,29,11,3,14,22,OKC
2021-01-22,@,LAC,106,120,41,87,0.471,14,42,0.333,10,13,0.769,4,29,24,8,1,11,21,43,84,0.512,10,33,0.303,24,25,0.96,9,48,21,8,7,13,19,OKC
2021-01-24,@,LAC,100,108,42,95,0.442,7,35,0.2,9,14,0.643,12,51,22,7,2,10,19,41,92,0.446,14,46,0.304,12,16,0.75,8,46,26,4,2,10,10,OKC
2021-01-25,@,POR,125,122,43,84,0.512,18,40,0.45,21,35,0.6,9,43,25,5,6,8,19,46,98,0.469,14,41,0.341,16,21,0.762,15,50,17,6,3,8,23,OKC
2021-01-27,@,PHO,102,97,38,85,0.447,16,40,0.4,10,14,0.714,5,48,21,7,8,14,19,36,95,0.379,15,43,0.349,10,12,0.833,9,49,19,7,3,13,16,OKC
2021-01-29,,BRK,125,147,40,86,0.465,16,38,0.421,29,34,0.853,6,36,23,4,4,12,12,57,100,0.57,19,45,0.422,14,16,0.875,10,50,33,7,4,11,25,OKC
2021-02-01,,HOU,106,136,39,89,0.438,13,34,0.382,15,19,0.789,8,45,21,8,8,16,13,49,102,0.48,28,52,0.538,10,11,0.909,10,50,30,8,6,11,20,OKC
2021-02-03,,HOU,104,87,36,83,0.434,10,33,0.303,22,26,0.846,5,51,19,13,5,21,14,33,86,0.384,12,46,0.261,9,13,0.692,5,41,21,11,4,20,18,OKC
2021-02-05,,MIN,103,106,39,85,0.459,13,34,0.382,12,17,0.706,8,44,28,10,7,17,7,41,94,0.436,16,40,0.4,8,9,0.889,10,43,27,10,4,15,15,OKC
2021-02-06,,MIN,120,118,46,90,0.511,12,33,0.364,16,20,0.8,8,43,25,8,1,15,19,47,93,0.505,12,36,0.333,12,22,0.545,13,40,27,12,3,13,15,OKC
2021-02-08,@,LAL,112,119,43,110,0.391,12,38,0.316,14,19,0.737,15,55,23,6,4,12,23,44,95,0.463,9,38,0.237,22,29,0.759,10,59,28,7,12,15,19,OKC
2021-02-10,@,LAL,113,114,47,100,0.47,7,31,0.226,12,14,0.857,7,46,32,11,4,13,23,42,89,0.472,10,35,0.286,20,24,0.833,6,43,22,6,6,16,15,OKC
2021-02-12,@,DEN,95,97,36,90,0.4,10,32,0.313,13,17,0.765,12,50,26,8,3,12,19,40,87,0.46,10,40,0.25,7,10,0.7,7,41,24,6,6,13,14,OKC
2021-02-14,,MIL,114,109,45,95,0.474,15,36,0.417,9,16,0.563,12,49,32,8,1,13,14,45,97,0.464,13,38,0.342,6,9,0.667,12,47,24,9,5,14,16,OKC
2021-02-16,,POR,104,115,37,85,0.435,10,33,0.303,20,27,0.741,7,46,23,6,3,11,16,42,96,0.438,20,47,0.426,11,17,0.647,15,54,26,6,8,10,23,OKC
2021-02-17,@,MEM,113,122,35,78,0.449,19,41,0.463,24,28,0.857,6,39,25,5,3,18,25,42,83,0.506,12,26,0.462,26,33,0.788,7,44,31,14,4,12,18,OKC
2021-02-19,@,MIL,85,98,31,85,0.365,12,40,0.3,11,21,0.524,8,46,20,4,5,10,23,35,86,0.407,11,34,0.324,17,25,0.68,11,61,23,5,6,12,18,OKC
2021-02-21,@,CLE,117,101,43,79,0.544,13,28,0.464,18,24,0.75,5,37,22,9,3,14,18,39,84,0.464,8,35,0.229,15,20,0.75,14,42,22,9,4,15,17,OKC
2021-02-22,,MIA,94,108,32,74,0.432,14,39,0.359,16,19,0.842,5,38,20,6,1,17,24,36,81,0.444,15,40,0.375,21,25,0.84,10,45,30,7,6,13,20,OKC
2021-02-24,,SAS,102,99,37,89,0.416,18,44,0.409,10,11,0.909,10,52,21,6,4,17,14,40,86,0.465,9,25,0.36,10,15,0.667,6,44,20,10,4,12,13,OKC
2021-02-26,,ATL,118,109,46,88,0.523,16,42,0.381,10,16,0.625,5,39,31,6,2,10,17,43,97,0.443,12,40,0.3,11,17,0.647,19,54,21,6,5,10,13,OKC
2021-02-27,,DEN,96,126,37,88,0.42,11,47,0.234,11,15,0.733,7,37,24,7,6,14,16,49,89,0.551,15,31,0.484,13,16,0.813,6,49,30,6,3,12,16,OKC
2021-03-03,@,DAL,78,87,29,87,0.333,9,39,0.231,11,17,0.647,8,45,13,6,4,13,20,32,83,0.386,8,40,0.2,15,19,0.789,7,53,18,8,3,12,13,OKC
2021-03-04,@,SAS,107,102,37,85,0.435,12,40,0.3,21,26,0.808,9,45,20,9,4,16,16,40,85,0.471,10,31,0.323,12,12,1,6,46,23,9,5,19,24,OKC
2021-03-11,,DAL,116,108,41,91,0.451,16,32,0.5,18,20,0.9,16,55,25,2,6,9,24,35,82,0.427,15,34,0.441,23,33,0.697,6,37,20,4,9,6,22,OKC
2021-03-13,,NYK,97,119,37,76,0.487,8,32,0.25,15,21,0.714,5,40,22,3,4,18,18,44,90,0.489,14,35,0.4,17,22,0.773,11,44,23,12,2,10,20,OKC
2021-03-14,,MEM,128,122,42,73,0.575,16,31,0.516,28,34,0.824,8,46,26,7,4,24,20,47,92,0.511,7,22,0.318,21,29,0.724,11,32,27,13,3,7,21,OKC
2021-03-16,@,CHI,102,123,42,90,0.467,7,20,0.35,11,13,0.846,13,43,16,9,9,17,15,48,94,0.511,12,36,0.333,15,18,0.833,12,42,24,8,4,11,17,OKC
2021-03-18,@,ATL,93,116,34,93,0.366,13,34,0.382,12,16,0.75,11,38,18,5,3,9,13,47,87,0.54,11,33,0.333,11,13,0.846,6,50,26,6,7,14,16,OKC
2021-03-21,@,HOU,114,112,42,91,0.462,13,39,0.333,17,25,0.68,19,52,22,8,2,16,21,39,79,0.494,14,38,0.368,20,27,0.741,8,38,22,7,4,16,20,OKC
2021-03-22,@,MIN,112,103,41,87,0.471,21,37,0.568,9,10,0.9,9,47,27,8,10,14,14,38,92,0.413,14,39,0.359,13,18,0.722,11,42,24,11,4,12,17,OKC
2021-03-24,,MEM,107,116,43,95,0.453,10,35,0.286,11,17,0.647,9,44,26,13,8,14,10,47,99,0.475,11,30,0.367,11,13,0.846,14,56,19,12,10,17,10,OKC
2021-03-27,,BOS,94,111,34,83,0.41,11,38,0.289,15,24,0.625,10,50,16,7,4,16,12,44,96,0.458,12,38,0.316,11,14,0.786,10,52,22,10,4,12,19,OKC
2021-03-29,,DAL,106,127,38,81,0.469,9,26,0.346,21,33,0.636,10,47,17,8,4,16,14,51,96,0.531,16,44,0.364,9,13,0.692,8,43,30,11,3,8,21,OKC
2021-03-31,,TOR,113,103,39,86,0.453,14,33,0.424,21,28,0.75,19,64,19,2,6,18,16,35,90,0.389,16,46,0.348,17,20,0.85,7,35,21,13,7,7,25,OKC
2020-12-23,,DET,111,101,38,88,0.432,11,41,0.268,24,28,0.857,12,48,25,6,5,11,16,45,93,0.484,8,35,0.229,3,8,0.375,7,44,29,5,2,12,20,MIN
2020-12-26,@,UTA,116,111,45,101,0.446,13,29,0.448,13,18,0.722,12,40,21,9,5,9,28,36,94,0.383,10,34,0.294,29,37,0.784,19,57,15,5,4,18,20,MIN
2020-12-27,@,LAL,91,127,38,103,0.369,6,35,0.171,9,14,0.643,17,48,24,11,6,17,24,50,90,0.556,13,35,0.371,14,18,0.778,5,46,32,6,14,17,19,MIN
2020-12-29,@,LAC,101,124,37,89,0.416,13,38,0.342,14,17,0.824,11,39,22,7,6,14,15,47,88,0.534,16,31,0.516,14,16,0.875,7,46,32,6,10,13,21,MIN
2021-01-01,,WAS,109,130,42,88,0.477,13,36,0.361,12,21,0.571,11,43,17,9,3,20,22,49,89,0.551,16,33,0.485,16,21,0.762,8,43,35,9,3,16,19,MIN
2021-01-03,,DEN,109,124,44,85,0.518,10,31,0.323,11,16,0.688,9,36,30,11,6,14,17,45,92,0.489,19,45,0.422,15,21,0.714,13,43,34,6,4,15,11,MIN
2021-01-05,@,DEN,116,123,42,91,0.462,11,34,0.324,21,27,0.778,10,42,24,8,4,14,31,41,79,0.519,8,25,0.32,33,45,0.733,10,42,22,9,2,14,27,MIN
2021-01-07,@,POR,117,135,39,93,0.419,14,41,0.341,25,33,0.758,15,48,24,11,4,16,19,49,90,0.544,18,41,0.439,19,23,0.826,6,44,25,10,6,15,23,MIN
2021-01-09,,SAS,122,125,48,96,0.5,15,30,0.5,11,17,0.647,11,53,29,1,7,16,20,44,101,0.436,13,32,0.406,24,29,0.828,12,48,22,8,3,6,19,MIN
2021-01-10,,SAS,96,88,34,81,0.42,9,26,0.346,19,23,0.826,9,52,19,6,3,13,17,36,94,0.383,8,30,0.267,8,14,0.571,9,45,21,4,5,10,16,MIN
2021-01-13,,MEM,107,118,39,90,0.433,9,37,0.243,20,24,0.833,11,48,27,3,6,12,18,50,106,0.472,8,25,0.32,10,13,0.769,15,47,33,11,5,7,24,MIN
2021-01-18,@,ATL,97,108,36,91,0.396,14,37,0.378,11,16,0.688,9,39,22,16,6,18,21,37,79,0.468,11,28,0.393,23,25,0.92,7,48,32,15,8,24,17,MIN
2021-01-20,,ORL,96,97,36,85,0.424,15,35,0.429,9,14,0.643,8,43,25,5,12,13,20,36,92,0.391,10,31,0.323,15,21,0.714,13,48,26,5,8,11,17,MIN
2021-01-22,,ATL,98,116,40,93,0.43,8,32,0.25,10,12,0.833,10,40,30,14,8,13,21,38,83,0.458,15,35,0.429,25,30,0.833,13,55,21,9,12,16,16,MIN
2021-01-23,,NOP,120,110,39,91,0.429,12,34,0.353,30,37,0.811,14,50,23,14,4,11,22,40,87,0.46,10,33,0.303,20,28,0.714,10,42,21,5,4,20,24,MIN
2021-01-25,@,GSW,108,130,39,94,0.415,8,24,0.333,22,25,0.88,16,47,26,8,5,18,28,44,89,0.494,14,30,0.467,28,37,0.757,15,46,21,13,10,15,19,MIN
2021-01-27,@,GSW,111,123,37,87,0.425,14,36,0.389,23,33,0.697,11,39,23,12,7,17,22,45,85,0.529,15,34,0.441,18,23,0.783,11,46,32,11,5,21,28,MIN
2021-01-29,,PHI,94,118,35,82,0.427,10,33,0.303,14,18,0.778,4,38,20,3,4,18,29,39,87,0.448,8,16,0.5,32,38,0.842,12,51,20,11,6,10,17,MIN
2021-01-31,,CLE,109,104,41,91,0.451,16,40,0.4,11,15,0.733,7,34,24,10,11,8,25,41,84,0.488,4,16,0.25,18,23,0.783,10,55,20,3,3,19,14,MIN
2021-02-01,@,CLE,98,100,40,102,0.392,11,38,0.289,7,11,0.636,15,45,20,4,1,8,21,35,84,0.417,7,22,0.318,23,31,0.742,15,52,26,4,12,13,12,MIN
2021-02-03,@,SAS,108,111,43,94,0.457,13,33,0.394,9,11,0.818,9,49,22,6,9,10,21,43,96,0.448,7,26,0.269,18,24,0.75,7,45,28,5,6,7,13,MIN
2021-02-05,@,OKC,106,103,41,94,0.436,16,40,0.4,8,9,0.889,10,43,27,10,4,15,15,39,85,0.459,13,34,0.382,12,17,0.706,8,44,28,10,7,17,7,MIN
2021-02-06,@,OKC,118,120,47,93,0.505,12,36,0.333,12,22,0.545,13,40,27,12,3,13,15,46,90,0.511,12,33,0.364,16,20,0.8,8,43,25,8,1,15,19,MIN
2021-02-08,@,DAL,122,127,42,91,0.462,18,42,0.429,20,28,0.714,7,41,27,9,5,9,27,45,87,0.517,12,34,0.353,25,30,0.833,10,48,30,4,6,14,22,MIN
2021-02-10,,LAC,112,119,41,95,0.432,15,41,0.366,15,19,0.789,16,43,29,8,8,15,24,41,82,0.5,12,23,0.522,25,29,0.862,11,48,23,9,4,15,20,MIN
2021-02-12,@,CHO,114,120,45,99,0.455,16,41,0.39,8,14,0.571,9,40,28,10,4,8,18,44,90,0.489,13,36,0.361,19,19,1,12,55,20,4,3,20,17,MIN
2021-02-14,@,TOR,116,112,43,82,0.524,16,39,0.41,14,19,0.737,5,40,28,6,8,18,26,38,91,0.418,10,33,0.303,26,31,0.839,10,38,24,6,3,11,22,MIN
2021-02-16,,LAL,104,112,39,93,0.419,16,34,0.471,10,13,0.769,11,38,26,11,4,15,27,42,77,0.545,11,26,0.423,17,21,0.81,6,38,20,8,8,18,14,MIN
2021-02-17,,IND,128,134,45,107,0.421,15,40,0.375,23,25,0.92,11,44,37,12,8,11,20,49,97,0.505,13,26,0.5,23,27,0.852,10,51,31,5,7,14,18,MIN
2021-02-19,,TOR,81,86,32,83,0.386,9,38,0.237,8,11,0.727,6,43,24,6,9,13,23,28,85,0.329,12,40,0.3,18,22,0.818,15,51,16,8,6,15,16,MIN
2021-02-21,@,NYK,99,103,33,82,0.402,16,35,0.457,17,21,0.81,7,43,24,6,3,15,24,33,78,0.423,6,18,0.333,31,38,0.816,11,48,17,4,4,13,25,MIN
2021-02-23,@,MIL,112,139,42,98,0.429,19,54,0.352,9,9,1,7,43,35,4,5,14,16,53,99,0.535,20,42,0.476,13,18,0.722,9,52,33,11,5,8,13,MIN
2021-02-24,@,CHI,126,133,47,104,0.452,12,38,0.316,20,21,0.952,13,41,28,11,4,17,24,55,93,0.591,10,25,0.4,13,16,0.813,7,43,28,11,5,21,15,MIN
2021-02-27,@,WAS,112,128,41,95,0.432,11,35,0.314,19,29,0.655,12,50,23,9,10,18,29,44,98,0.449,13,33,0.394,27,34,0.794,15,57,27,6,6,16,24,MIN
2021-02-28,,PHO,99,118,35,93,0.376,8,35,0.229,21,24,0.875,10,44,21,12,4,15,22,44,89,0.494,7,27,0.259,23,24,0.958,8,47,27,7,5,16,18,MIN
2021-03-03,,CHO,102,135,39,96,0.406,9,40,0.225,15,18,0.833,12,45,25,11,2,19,18,51,98,0.52,17,39,0.436,16,21,0.762,13,54,33,14,7,17,18,MIN
2021-03-11,@,NOP,135,105,51,95,0.537,19,40,0.475,14,16,0.875,7,38,28,11,10,11,20,43,100,0.43,6,32,0.188,13,24,0.542,19,51,28,7,6,18,18,MIN
2021-03-13,,POR,121,125,44,86,0.512,10,26,0.385,23,31,0.742,19,56,23,5,7,18,24,43,89,0.483,13,40,0.325,26,30,0.867,7,34,26,6,5,8,18,MIN
2021-03-14,,POR,114,112,36,73,0.493,13,38,0.342,29,39,0.744,5,45,24,6,4,12,22,39,89,0.438,17,45,0.378,17,21,0.81,9,42,22,6,3,11,29,MIN
2021-03-16,@,LAL,121,137,47,90,0.522,11,35,0.314,16,22,0.727,8,34,28,9,6,12,21,50,87,0.575,13,26,0.5,24,28,0.857,10,43,37,3,3,13,16,MIN
2021-03-18,@,PHO,123,119,44,93,0.473,11,34,0.324,24,35,0.686,11,38,22,14,4,12,16,45,85,0.529,15,36,0.417,14,19,0.737,9,47,29,6,6,22,30,MIN
2021-03-19,@,PHO,101,113,37,79,0.468,13,35,0.371,14,18,0.778,5,39,22,8,6,19,19,43,86,0.5,14,27,0.519,13,17,0.765,6,40,29,8,1,18,19,MIN
2021-03-22,,OKC,103,112,38,92,0.413,14,39,0.359,13,18,0.722,11,42,24,11,4,12,17,41,87,0.471,21,37,0.568,9,10,0.9,9,47,27,8,10,14,14,MIN
2021-03-24,,DAL,108,128,38,86,0.442,12,38,0.316,20,26,0.769,6,37,24,6,2,12,25,48,99,0.485,16,44,0.364,16,22,0.727,14,53,27,5,6,10,22,MIN
2021-03-26,,HOU,107,101,39,103,0.379,10,38,0.263,19,24,0.792,14,50,30,12,3,9,13,37,87,0.425,17,44,0.386,10,13,0.769,7,47,26,5,9,19,20,MIN
2021-03-27,,HOU,107,129,36,85,0.424,13,40,0.325,22,28,0.786,10,40,26,8,6,11,15,50,92,0.543,18,39,0.462,11,13,0.846,10,41,29,7,7,12,24,MIN
2021-03-29,@,BRK,107,112,40,103,0.388,14,44,0.318,13,17,0.765,17,51,23,10,10,15,25,40,85,0.471,10,30,0.333,22,25,0.88,7,50,31,10,7,14,18,MIN
2021-03-31,,NYK,102,101,36,87,0.414,14,40,0.35,16,19,0.842,9,40,25,9,7,12,14,39,81,0.481,11,23,0.478,12,17,0.706,7,41,20,7,6,17,18,MIN
2020-12-23,,DAL,106,102,38,79,0.481,11,30,0.367,19,27,0.704,6,48,21,7,7,18,26,36,85,0.424,9,37,0.243,21,26,0.808,6,39,17,6,0,11,23,PHO
2020-12-26,@,SAC,103,106,41,98,0.418,11,44,0.25,10,13,0.769,10,40,25,8,5,11,23,39,86,0.453,5,23,0.217,23,33,0.697,15,56,20,4,9,18,22,PHO
2020-12-27,@,SAC,116,100,46,94,0.489,14,35,0.4,10,11,0.909,8,44,34,6,3,9,20,36,76,0.474,10,23,0.435,18,25,0.72,3,39,21,5,4,15,23,PHO
2020-12-29,,NOP,111,86,37,84,0.44,19,47,0.404,18,19,0.947,12,43,24,7,4,10,18,37,77,0.481,3,24,0.125,9,18,0.5,7,41,18,8,3,16,14,PHO
2020-12-31,@,UTA,106,95,41,84,0.488,17,33,0.515,7,10,0.7,5,41,26,5,6,15,17,35,84,0.417,12,34,0.353,13,19,0.684,10,46,16,8,3,13,15,PHO
2021-01-01,@,DEN,106,103,37,76,0.487,13,35,0.371,19,21,0.905,8,37,24,1,4,17,20,39,86,0.453,12,29,0.414,13,16,0.813,8,38,28,7,1,11,25,PHO
2021-01-03,,LAC,107,112,37,75,0.493,10,33,0.303,23,28,0.821,7,40,23,4,3,13,22,40,83,0.482,17,29,0.586,15,19,0.789,8,37,24,5,2,10,22,PHO
2021-01-06,,TOR,123,115,40,83,0.482,21,40,0.525,22,24,0.917,8,41,30,4,3,10,23,39,79,0.494,14,35,0.4,23,32,0.719,10,42,18,6,5,12,19,PHO
2021-01-08,@,DET,105,110,41,91,0.451,17,52,0.327,6,13,0.462,9,50,24,10,7,21,25,37,90,0.411,11,34,0.324,25,29,0.862,9,46,23,13,4,14,14,PHO
2021-01-09,@,IND,125,117,46,94,0.489,16,41,0.39,17,17,1,4,40,33,6,2,2,17,44,92,0.478,12,29,0.414,17,24,0.708,13,52,23,2,4,10,19,PHO
2021-01-11,@,WAS,107,128,39,87,0.448,4,27,0.148,25,30,0.833,8,42,21,3,6,6,22,48,92,0.522,15,34,0.441,17,28,0.607,14,53,29,3,3,7,23,PHO
2021-01-18,@,MEM,104,108,40,88,0.455,15,36,0.417,9,16,0.563,12,44,30,8,4,18,20,41,83,0.494,11,26,0.423,15,20,0.75,9,40,31,13,3,15,15,PHO
2021-01-20,@,HOU,109,103,42,89,0.472,8,34,0.235,17,19,0.895,8,45,25,6,11,17,21,37,88,0.42,10,31,0.323,19,22,0.864,7,39,17,11,5,16,19,PHO
2021-01-22,,DEN,126,130,47,94,0.5,17,44,0.386,15,15,1,9,45,30,7,4,16,23,53,103,0.515,6,26,0.231,18,19,0.947,10,43,32,12,1,9,15,PHO
2021-01-23,,DEN,112,120,41,102,0.402,16,53,0.302,14,18,0.778,7,50,26,8,4,9,31,40,97,0.412,15,36,0.417,25,32,0.781,12,65,22,4,3,16,20,PHO
2021-01-27,,OKC,97,102,36,95,0.379,15,43,0.349,10,12,0.833,9,49,19,7,3,13,16,38,85,0.447,16,40,0.4,10,14,0.714,5,48,21,7,8,14,19,PHO
2021-01-28,,GSW,114,93,41,88,0.466,11,32,0.344,21,23,0.913,9,57,34,7,1,14,14,38,99,0.384,11,38,0.289,6,8,0.75,12,48,21,8,1,13,19,PHO
2021-01-30,@,DAL,111,105,37,81,0.457,10,22,0.455,27,31,0.871,9,42,22,9,0,13,19,44,83,0.53,9,29,0.31,8,14,0.571,5,37,22,5,4,15,26,PHO
2021-02-01,@,DAL,109,108,43,92,0.467,13,35,0.371,10,12,0.833,11,45,19,7,3,16,24,37,86,0.43,10,32,0.313,24,25,0.96,7,42,16,9,7,14,17,PHO
2021-02-03,@,NOP,101,123,38,82,0.463,8,35,0.229,17,20,0.85,11,39,26,3,6,14,18,46,90,0.511,14,33,0.424,17,21,0.81,12,44,30,7,3,7,20,PHO
2021-02-05,,DET,109,92,42,85,0.494,12,32,0.375,13,16,0.813,10,50,26,7,3,21,26,34,91,0.374,7,36,0.194,17,28,0.607,17,45,20,8,6,13,16,PHO
2021-02-07,,BOS,100,91,40,82,0.488,8,29,0.276,12,12,1,9,50,25,4,5,10,15,33,93,0.355,17,44,0.386,8,12,0.667,13,41,19,6,2,5,11,PHO
2021-02-08,,CLE,119,113,47,90,0.522,11,24,0.458,14,19,0.737,14,41,29,7,6,10,20,44,86,0.512,8,24,0.333,17,25,0.68,9,39,23,5,5,10,20,PHO
2021-02-10,,MIL,125,124,46,87,0.529,15,31,0.484,18,25,0.72,12,47,25,7,2,11,19,43,85,0.506,16,37,0.432,22,30,0.733,10,39,23,6,0,9,21,PHO
2021-02-13,,PHI,120,111,48,79,0.608,10,25,0.4,14,17,0.824,4,32,25,8,3,13,24,38,73,0.521,7,17,0.412,28,33,0.848,8,35,19,7,1,13,15,PHO
2021-02-14,,ORL,109,90,41,92,0.446,12,37,0.324,15,16,0.938,11,59,24,6,2,8,17,33,89,0.371,6,35,0.171,18,22,0.818,9,48,13,4,6,10,12,PHO
2021-02-16,,BRK,124,128,48,88,0.545,16,37,0.432,12,12,1,4,34,28,7,3,6,15,47,82,0.573,20,40,0.5,14,15,0.933,4,37,28,4,4,10,11,PHO
2021-02-19,@,NOP,132,114,51,88,0.58,22,39,0.564,8,12,0.667,4,37,38,8,4,13,17,42,82,0.512,11,32,0.344,19,24,0.792,6,37,28,11,3,13,16,PHO
2021-02-20,@,MEM,128,97,46,86,0.535,24,46,0.522,12,13,0.923,5,41,35,5,7,10,14,36,93,0.387,5,33,0.152,20,23,0.87,17,49,19,5,4,12,12,PHO
2021-02-22,,POR,132,100,50,99,0.505,16,33,0.485,16,18,0.889,13,43,29,6,5,7,13,37,84,0.44,12,39,0.308,14,19,0.737,13,46,15,6,6,16,17,PHO
2021-02-24,,CHO,121,124,44,87,0.506,14,38,0.368,19,27,0.704,7,41,26,9,6,14,25,43,88,0.489,13,36,0.361,25,27,0.926,9,46,24,8,5,13,21,PHO
2021-02-26,@,CHI,106,97,44,88,0.5,6,22,0.273,12,15,0.8,3,30,35,11,4,7,11,39,78,0.5,12,31,0.387,7,10,0.7,6,41,25,2,4,17,16,PHO
2021-02-28,@,MIN,118,99,44,89,0.494,7,27,0.259,23,24,0.958,8,47,27,7,5,16,18,35,93,0.376,8,35,0.229,21,24,0.875,10,44,21,12,4,15,22,PHO
2021-03-02,@,LAL,114,104,38,77,0.494,16,29,0.552,22,25,0.88,5,35,30,5,7,13,16,40,79,0.506,11,31,0.355,13,17,0.765,5,34,18,6,8,12,23,PHO
2021-03-04,,GSW,120,98,49,96,0.51,12,30,0.4,10,13,0.769,12,52,31,8,4,16,16,38,88,0.432,12,35,0.343,10,16,0.625,9,40,22,9,4,17,11,PHO
2021-03-11,@,POR,127,121,49,83,0.59,13,24,0.542,16,19,0.842,5,38,28,6,1,13,20,43,94,0.457,18,43,0.419,17,19,0.895,15,41,26,8,2,11,18,PHO
2021-03-13,,IND,111,122,43,91,0.473,12,31,0.387,13,17,0.765,10,40,28,9,4,16,17,46,87,0.529,13,28,0.464,17,21,0.81,9,45,25,9,6,15,18,PHO
2021-03-15,,MEM,122,99,47,83,0.566,12,30,0.4,16,18,0.889,5,42,28,7,5,14,19,38,87,0.437,5,23,0.217,18,26,0.692,10,39,15,11,0,10,17,PHO
2021-03-18,,MIN,119,123,45,85,0.529,15,36,0.417,14,19,0.737,9,47,29,6,6,22,30,44,93,0.473,11,34,0.324,24,35,0.686,11,38,22,14,4,12,16,PHO
2021-03-19,,MIN,113,101,43,86,0.5,14,27,0.519,13,17,0.765,6,40,29,8,1,18,19,37,79,0.468,13,35,0.371,14,18,0.778,5,39,22,8,6,19,19,PHO
2021-03-21,,LAL,111,94,42,87,0.483,9,32,0.281,18,23,0.783,9,51,30,7,6,10,24,35,85,0.412,5,25,0.2,19,28,0.679,7,41,20,3,2,11,18,PHO
2021-03-23,@,MIA,110,100,45,91,0.495,12,37,0.324,8,9,0.889,8,39,29,5,6,6,18,36,86,0.419,13,36,0.361,15,17,0.882,17,50,23,3,4,13,13,PHO
2021-03-24,@,ORL,111,112,40,90,0.444,11,33,0.333,20,22,0.909,10,47,22,9,3,8,15,42,90,0.467,13,37,0.351,15,19,0.789,9,49,18,3,5,11,18,PHO
